Team Score,Opp Score,Home/Away,Opponent,Team FG%,Opponent FG%,Team 3P%,Opponent 3P%,Team AST,Team TOV,Opponent AST,Opponent TOV,Team FGA,Team FTA,Opponent FGA,Opponent FTA,Team ORB,Opponent ORB,ORtg,DRtg,Ast_Tov_Team,Ast_Tov_Opp,Possession,Team,Opponent_num
116,86,0,GSW,0.511,0.425,0.33299999999999996,0.281,24,16,27,26,88,27,80,10,8,5,104.23452768729642,77.27732225092666,1.5,1.0384615384615385,111.2875,16,30
88,105,0,MEM,0.414,0.45299999999999996,0.257,0.32299999999999995,26,14,27,7,87,12,95,11,13,15,98.91808346213291,118.0272586764086,1.8571428571428572,3.857142857142857,88.9625,16,24
122,114,0,NOP,0.515,0.42100000000000004,0.371,0.21899999999999997,23,13,24,16,97,10,95,33,6,15,109.6998988423064,102.50646285264695,1.7692307692307692,1.5,111.2125,16,28
120,107,1,PHI,0.535,0.447,0.39399999999999996,0.4,25,13,24,15,86,18,85,20,10,12,122.41775057383319,109.15582759500127,1.9230769230769231,1.6,98.025,16,6
113,103,1,MIL,0.418,0.41600000000000004,0.188,0.27899999999999997,19,16,22,19,91,38,89,23,10,5,97.84608723887867,89.18714146552658,1.1875,1.1578947368421053,115.4875,16,1
112,103,0,LAC,0.44799999999999995,0.395,0.28600000000000003,0.226,22,12,12,15,87,28,86,37,9,15,107.75706554419725,99.09801563439568,1.8333333333333333,0.8,103.9375,16,17
102,104,1,BRK,0.46,0.41100000000000003,0.375,0.325,24,14,24,10,87,12,90,23,8,14,105.90525632706036,107.98182998053211,1.7142857142857142,2.4,96.3125,16,7
103,101,1,LAC,0.39,0.43200000000000005,0.306,0.444,21,16,17,20,82,37,74,28,11,4,95.4255935147655,93.57266936884771,1.3125,0.85,107.9375,16,17
92,107,0,TOR,0.354,0.41700000000000004,0.25,0.41200000000000003,17,17,24,14,82,33,84,26,8,7,88.45090734286745,102.87225093137846,1.0,1.7142857142857142,104.01249999999999,16,2
116,108,0,UTA,0.5,0.446,0.34600000000000003,0.27899999999999997,23,14,25,21,82,31,83,25,4,7,108.10810810810811,100.65237651444548,1.6428571428571428,1.1904761904761905,107.3,16,21
86,105,1,OKC,0.35200000000000004,0.43,0.135,0.20800000000000002,17,11,17,13,88,29,79,36,10,4,79.30835734870317,96.82997118155619,1.5454545454545454,1.3076923076923077,108.4375,16,20
97,113,0,HOU,0.455,0.429,0.105,0.368,18,24,26,19,77,36,84,23,12,4,92.81186460949648,108.12103815333096,0.75,1.368421052631579,104.51249999999999,16,19
111,116,0,IND,0.42,0.524,0.33299999999999996,0.455,20,15,25,20,100,19,84,14,15,7,97.08101016726796,101.45402864327102,1.3333333333333333,1.25,114.3375,16,4
124,121,1,DEN,0.5429999999999999,0.584,0.483,0.565,28,10,27,14,81,32,77,23,14,10,131.82724252491695,128.63787375415282,2.8,1.9285714285714286,94.0625,16,18
122,136,1,SAC,0.49,0.568,0.429,0.447,29,17,37,14,98,15,95,12,15,9,113.05455809104599,126.02803197034635,1.7058823529411764,2.642857142857143,107.9125,16,27
